ID,TEXT,LABEL
135,"called Kinton. "" I told you how there's no clear path—"" ""Yeah, yeah, you told me. That don't mean I gotta believe it."" ""Wait! Don't you think they tried sending unmanned rockets up? Every one was struck and exploded."" [SNIPPET] It's been a long time, dear; a very long time."" ""Yes."" ""Are you happy?"" ""I'm—well, satisfied—at least partially. We've passed a big milestone. But it isn't over yet."" ""You're sure this time, though?""",0
136,"Not in a country as big as ours, with the Mexican border and Red China on the side of the enemy. Not when a package the size of a watch could be worth a fortune. Think in other categories, I reminded myself. How can a biochemist, rather than a policeman, stop the Syndicate? Then it came to me, simple and obvious. [SNIPPET] He and John Carter and Tars Tarkas had fought them many times, piling their bodies for barricades and weaving a flashing pattern of skillful swords in the shifting light of the two moons. [121] “Kimmmm—eeee Mom’s going to be mad at you! Answer us!” If only Tars Tarkas would come now. If only the great Green Jeddak would come splashing across the stream on his huge thoat, his two swords clashing—— “He’s up there in that clump of willows—hiding!” “Kimmy! You come down here this instant!” The Valley Dor was blurring, fading.",0
137,"Maybe it was the kind of clothes he was wearing that did it, but all of a sudden I was reminded of a crocodile I'd seen in a surface zoo that had stared quietly at me for twenty minutes until it opened two long tooth-studded jaws. ""Green shatas!"" he said suddenly. "" Only a tadpole. I must be getting jumpy enough to splash."" Then he shoved the blaster away in a holster made of the same scaly leather, crossed his arms on his chest and began to study me. I grunted to my feet, feeling a lot better. [SNIPPET] Screws?"" I turned to Saul Graben. Saul is our mechanical genius; give him a sketch made on used Kleenex with a blunt lipstick and he will bring you back a gleaming mechanism that runs like a hundred-dollar wrist watch. But not this time. Saul shook his head. ""What's permanent is welded and what's temporary is snapped in with plug buttons,"" he said. ""Good Lord,"" I said. "" There simply must be something!""",0
138,"But it wasn't that easy. Damping the reaction took time and control. The stuff had to be eased back slowly. Shutting off the Ditmars-Horst would simply blow a hole in the crust of Luna and kill everyone if he did it now. There were four or five men out there who would die if he pulled anything foolish like that. The explosion wouldn't be as powerful as the Instantanium 512 reaction would be, but it would be none the less deadly for all that. There had to be either a way to scrape the mercury off the suit or a way to open the door another six inches. [SNIPPET] That meant sometime today! She rose with the sun and fed the chickens, fixed and ate her breakfast, collected the eggs and put them in their cardboard boxes, then started out on her Wednesday morning run. "" My land, Martha, I don't see how you stand it with him way up there! Doesn't it get on your nerves?"" ("" Yes ... Yes, it does."") "" Martha, when are they bringing him back down?"" ("" Today ... Today!"") "" It must be wonderful being a star mother, Martha."" ("" Yes, it is—in a way."")",0
139,"Behind him the keening of the Call still emanated from the lips of the gory idol enthroned in the Temple. He shook a fist at the darkness below. ""Feel now the dire might of the anger of Bra Naan!"" he mouthed. "" Die, Dahnjen Saan, despoiler of the Temple!"" He turned to an accolyte. "" Control the Beast, when he comes. Let him kill, but save the Priestess. Her punishment shall be mine alone."" [SNIPPET] The light rays strike this film, hurtle around the object, it coats—at increased speed, probably, but there are no instruments accurate enough to check that—and emerge on the other side. Thus, you can look at a body so filmed, and not see it: your gaze travels around it and rests on objects in a straight line behind it. But you'll see for yourself in a moment. Pull that switch, there, will you? And leave it on for two full minutes after you have ceased to see me."" Straight and tall, a figure encased in shimmering crystal, the scientist stood on the metal plate. Hesitant, with the superstitious dread growing in his heart, the Secretary stood with his hand on the switch.",0
140,"He stared about him. His captor had gone. He stood in a huge chamber circling to a dome far overhead. Before him, on a dais a full thousand feet in diameter, stood—sat—rested, whatever it might be called—another monster, far larger than any he had yet seen, like a mountain of pliant thinking, living metal. And Phobar knew he stood in the presence of the ruler. [SNIPPET] ""Some thirty years ago one of the teams which founded the Institute learned enough about the relationship between the conscious, subconscious and involuntary minds to begin practical tests. Along with a few others I was a guinea pig. And their theories worked. ""I needn't go into the details of my training. It involved physical exercises, mental practice, some hypnotism, diet and so on. It went considerably beyond the important Synthesis education which is the most advanced thing known to the general public. But its aim—only partially realized as yet—its aim was simply to produce the completely integrated human being."" Dalgetty paused. The wind flowed and muttered beyond the wall.",0
141,"About two o'clock the mist cleared away, and we beheld, stretched out in every direction, vast and irregular plains of ice, which seemed to have no end. Some of my comrades groaned, and my own mind began to grow watchful with anxious thoughts, when a strange sight suddenly attracted our attention, and diverted our solicitude from our own situation. We perceived a low carriage, fixed on a sledge and drawn by dogs, pass on towards the north, at the distance of half a mile: a being which had the shape of a man, but apparently of gigantic stature, sat in the sledge, and guided the dogs. We watched the rapid progress of the traveller with our telescopes, until he was lost among the distant inequalities of the ice. This appearance excited our unqualified wonder. [SNIPPET] ""I continued to wind among the paths of the wood, until I came to its boundary, which was skirted by a deep and rapid river, into which many of the trees bent their branches, now budding with the fresh spring. Here I paused, not exactly knowing what path to pursue, when I heard the sound of voices, that induced me to conceal myself under the shade of a cypress. I was scarcely hid, when a young girl came running towards the spot where I was concealed, laughing, as if she ran from some one in sport. She continued her course along the precipitous sides of the river, when suddenly her foot slipt, and she fell into the rapid stream.",1
142,"Odd, isn't it?"" ""Now this fourth line needs some explaining. I winnowed out death rates by age groups. Their life span is 1.3 times ours, so it had to be adjusted. I found a strange thing. [SNIPPET] We have dissimulated for years now, and they do not know how we hate them. They do not know how disgusting and hideous we find them, with their ugly misshapen bodies, so narrow-shouldered and tiny-chested, their weak sibilant voices that need amplification to carry in our Martian air, and above all their white pasty hairless skins. We shall kill them and then we shall go and smash the other dome so all the Earthmen there will die too. If more Earthmen ever come to punish us, we can live and hide in the hills where they'll never find us. And if they try to build more domes here we'll smash them. We want no more to do with Earth.",0
143,"He had turned off his camera. ""I guess I thought so,"" Meyverik's voice said. "" But I kind of like it out here—alone. I like people but back there there's no one to touch. They smother you but you can't reach them. I can't do anything better back there than I can do here."" Madison got a bottle and he and I got sloppily drunk, leaning on each other, singing innocently obscene songs of our youth. The technicians, good government men, were openly disgusted with us. [SNIPPET] Wind caught the sail, and the open-work of planking listed into the sea. Long clouds swung rapidly across the twin moons like the tines of the fishing forks the fishermen saluted the sacred phosphor fires with when they returned from their expeditions. He dreamed of his, a little, in the swell and drop. His parent had tied him to the boat, and so he floated at the end of a few feet of slack. Water rolled down his shoulders, slipped beneath his limp dorsal fin, and tickled. Then he dreamed of something else, the thing he had seen, glowing first beneath the water, then rising.... He whined suddenly, and shook his head. He heard the others on the boat, their webbed feet slipping on the wet planks. He opened his eyes and looked up.",0
144,"Then she says the boss makes the natives use the employees' entrance on the other side of the house and she offers to take and show us the way. She kind of twitches when she says ""natives."" She don't even says yes or no all the way to the gate till, just before we get there, I trip on a root and bang my knee on a rock on the way down. Well, I howl and cuss some and she comes up close and asks me what seems to be the matter. I tell her the blamed rock hurts my knee and I think real hard about how her knee would feel if a rock hits it and she busts right out crying. ""Oh, you poor man, you poor man, you,"" she sobs. "" That rock don't like you at all."" ""It don't hate me, either,"" I says. "" It's only a rock."" [SNIPPET] And someone might remember the tale of an Earthman with a scarred face who had gone to Shainsa in disguise. I shrugged the shirtcloak around my shoulders, pushed the door and went in. I had remembered that Rakhal was waiting for me. Not beyond this door, but at the end of the trail, behind some other door, somewhere. And we have a byword in Shainsa: A trail without beginning has no end. Right there I stopped thinking about Juli, Rindy, the Terran Empire, or what Rakhal, who knew too many of Terra's secrets, might do if he had turned renegade. My fingers went up and stroked, musingly, the ridge of scar tissue along my mouth.",0
145,"I pray you give me leave. All. We will, we will! Laer. I thank you. Keep the door. [ Exeunt his Followers.] O thou vile king, Give me my father! Queen. [SNIPPET] What Diuell thus hath cosoned you at hob-man blinde? A! haue you eyes and can you looke on him That slew my father, and your deere husband, To liue in the incestuous pleasure of his bed? Queene O Hamlet, speake no more. Ham. To leaue him that bare a Monarkes minde, For a king of clowts, of very shreads.",1
146,"One inscription that he left was in these words:—""Prepare! your toils only begin: wrap yourself in furs, and provide food; for we shall soon enter upon a journey where your sufferings will satisfy my everlasting hatred."" My courage and perseverance were invigorated by these scoffing words; I resolved not to fail in my purpose; and, calling on Heaven to support me, I continued with unabated fervour to traverse immense deserts, until the ocean appeared at a distance, and formed the utmost boundary of the horizon. Oh! how unlike it was to the blue seas of the south! Covered with ice, it was only to be distinguished from land by its superior wildness and ruggedness. The Greeks wept for joy when they beheld the Mediterranean from the hills of Asia, and hailed with rapture the boundary of their toils. I did not weep; but I knelt down, and, with a full heart, thanked my guiding spirit for conducting me in safety to the place where I hoped, notwithstanding my adversary's gibe, to meet and grapple with him. [SNIPPET] And not only could such a thing do this, but at any epoch, should a given result be afforded him—should one of these numberless comets, for example, be presented to his inspection—he could have no difficulty in determining, by the analytic retrogradation, to what original impulse it was due. This power of retrogradation in its absolute fulness and perfection—this faculty of referring at all epochs, all effects to all causes—is of course the prerogative of the Deity alone—but in every variety of degree, short of the absolute perfection, is the power itself exercised by the whole host of the Angelic intelligences.  OINOS. But you speak merely of impulses upon the air.  AGATHOS. In speaking of the air, I referred only to the earth; but the general proposition has reference to impulses upon the ether—which, since it pervades, and alone pervades all space, is thus the great medium of creation.  OINOS. Then all motion, of whatever nature, creates?  AGATHOS.",0
147,"He reached automatically for the lock in the dim hall, and realized his hands knew the door, whatever else was true. Then he went out and down the stairs. He heard a babble of kids' voices, part in English and part in a sort of Spanish. That meant that things were normal, to the casual observer along the street. But he knew it was poor evidence that things really were as they should be. He stood in the comparative darkness of the hall, staring out. Nothing was wrong, so far as he could see. [SNIPPET] For a second, Dane even considered the possibility that he was insane. But he knew it was only a blind effort to cling to life. There had been no insanity in him when he'd groped for evidence in the coffin and found it empty! He leaned over the wash basin, his eyes focused on his throat, and his hand came down and around, carrying the razor blade through a lethal semicircle. Dane Phillips watched fear give place to sickness on his face as the pain lanced through him and the blood spurted. He watched horror creep up to replace the sickness while the bleeding stopped and the gash began closing. By the time he recognized his expression as the same one he'd seen on his father's face at the window so long ago, the wound was completely healed. —LESTER DEL R",1
148,"Most of the doors were swinging open, and every compartment was jammed full, although, as I afterwards learned, at each curve of the permanent way, or extra lurch of the train, bodies had fallen out all along the line. The smash at Richmond made no difference to the passengers. Besides myself, only two persons were taken alive from the train, and one of these, his clothes torn from his back in the struggle was sent to an asylum, where he was never able to tell who he was; neither, as far as I know, did anyone ever claim him.      This story differs from others in having an assortment of morals. Most stories have one moral; here are several. [SNIPPET] “Well, I hope not, too,” said the Rat heartily. “ You’ve been a fine bother to us all this time, and I’m glad to hear it’s going to stop. And in weather like this, and the boating season just beginning! It’s too bad of you, Toad! It isn’t the trouble we mind, but you’re making us miss such an awful lot.”  “I’m afraid it is the trouble you mind, though,” replied the Toad languidly. “ I can quite understand it. It’s natural enough. You’re tired of bothering about me.",0
149,"She didn't move, didn't think. The world seemed frozen. It didn't begin to thaw again until the second squad car and the ambulances arrived. They came slowly, without sirens or flashing lights. She wondered why they came so casually. The florid policeman returned to the car. "" All dead,"" he said. "" Even poor little Kippie."" [SNIPPET] she said harshly. "" Dell, that girl standing there is Kathryn, our daughter—not Kippie."" ""Don't let such little things upset you, baby. I'll go call Replacements, and we'll all sit down together when Alice and Lester come."" He turned. She seized his arm. """,1
150,"We must take every precaution.”  So the facade of Granite House was lighted with five windows, and with a door opening upon the “apartments,” and admitting plenty of light into that wonderful nave which was to serve as their principal hallroom. This facade, eighty feet above the ground, was turned to the east, and caught the first rays of the morning sun. It was protected by the slope of the rock from the piercing northeast wind. [SNIPPET] [pg 133] If my father had been less goodnatured in the sporting relations of his vast estates, or less magnificent in dealing with his fortune, or even if he had failed to exhibit the intellectual force which always characterised his letters on public matters, I dare say that his oddities would have condemned him to ridicule, and possibly to dislike. But every one of the principal gentlemen of his county, whose judgment was valuable, has told me that he was a remarkably able man, and that his failure in public life was due to his eccentricities, and in no respect to deficiency in those peculiar mental qualities which make men feared and useful in Parliament. I could not forbear placing on record this testimony to the high mental and the kindly qualities of my beloved father, who might have passed for a misanthrope or a fool. He was a man of generous nature and powerful intellect, but given up to the oddities of a shyness which grew with years and indulgence, and became inflexible with his disappointments and affliction. There was something even in the Rector's kind and ceremonious greeting which oddly enough reflected the mixed feelings in which awe was not without a place, with which his neighbours had regarded my dear father. Having done the honours—I am sure looking woefully pale—I had time to glance quietly at the only figure there with which I was not tolerably familiar.",0
151,"Dr. Shalt remained bent over one of the instrument boards rotating a dial, but looked up and nodded excitedly. ""It will be another ten minutes,"" he said. "" Sit down. I've sent out for some supper."" ""How did it go?"" Crawford asked. ""Good! Good! [SNIPPET] ""Hello.... This is the voice of Spud O'Malley. I speak to you from Harlow Field in the United States of America. My voice is being sent to you by a newly invented Amplification Unit developed by Dr. Paul Shalt at this experimental base. This is the first time such an operation has ever been tried. We extend our heartiest greetings, our deepest felicitations ..."" It went on, the high, squeaking voice, friendly, humorous, alive; sending back to them the words that Crawford had spoken into the microphone a few minutes before. Crawford studied the faces of the other men. They had worked and planned a long time for this single moment, the realization of a long pursued dream. Colonel Meadows was rubbing his hands together gleefully.",1
152,"I could not regret my charitable nature, but I mentally resolved to be more discriminating in future. Besides, the thought of Miss Francis for the work had been sheer sentimentality, the sort of false reasoning which would make of every mother an obstetrician or every hen an oologist. As I sauntered through the drowsy streets, killing time till the driver of the ridiculous ""bus"" should decide to guide his mules back to the airport, I was struck by the lack of tension,[234] of apprehension and anxiety, so apparent in New York. Evidently the Black South suffered little from the brooding fear and terror; I put it down to their childish thoughtlessness. Walking thus reflectively, head down, I looked up suddenly—straight into the face of the Strange Lady I had driven from Los Angeles to Yuma. [SNIPPET] Baird called the navigation room. “Looks like a single Plumie ship, sir,” he reported. “ At least there’s one ship which is nearest by a very long way.” “Hah!” grunted the skipper. “ Then we’ll pay him a visit. Keep an open line, Mr. Baird!” His voice changed. “",0
153,"There's no such thing as a stoker any more, with automatic ships. But the stranger knew what Mac meant. Serenus had what they called an electronic drive. She had to run with an evacuated engine room. [SNIPPET] The soap-boxers were still going strong. Like I said, it was a nice night. After a while, a pot-bellied old auntie who didn't give a damn about the face sat down and tried to talk the kid into going to see some etchings. The kid didn't get it and I led him over to hear the soap-boxers before there was trouble. One of the orators was a mush-mouthed evangelist. "" And, oh, my friends,"" he said, ""when I looked through the porthole of the spaceship and beheld the wonder of the Firmament—"" ""You're a stinkin' Yankee liar!"" the kid yelled at him. """,0
154,"In the midst of poverty and want, Felix carried with pleasure to his sister the first little white flower that peeped out from beneath the snowy ground. Early in the morning, before she had risen, he cleared away the snow that obstructed her path to the milk-house, drew water from the well, and brought the wood from the out-house, where, to his perpetual astonishment, he found his store always replenished by an invisible hand. In the day, I believe, he worked sometimes for a neighbouring farmer, because he often went forth, and did not return until dinner, yet brought no wood with him. At other times he worked in the garden; but, as there was little to do in the frosty season, he read to the old man and Agatha. ""This reading had puzzled me extremely at first; but, by degrees, I discovered that he uttered many of the same sounds when he read, as when he talked. I conjectured, therefore, that he found on the paper signs for speech which he understood, and I ardently longed to comprehend these also; but how was that possible, when I did not even understand the sounds for which they stood as signs? I improved, however, sensibly in this science, but not sufficiently to follow up any kind of conversation, although I applied my whole mind to the endeavour: for I easily perceived that, although I eagerly longed to discover myself to the cottagers, I ought not to make the attempt until I had first become master of their language; which knowledge might enable me to make them overlook the deformity of my figure; for with this also the contrast perpetually presented to my eyes had made me acquainted. ""I had admired the perfect forms of my cottagers—their grace, beauty, and delicate complexions: but how was I terrified, when I viewed myself in a transparent pool! At first I started back, unable to believe that it was indeed I who was reflected in the mirror; and when I became fully convinced that I was in reality the monster that I am, I was filled with the bitterest sensations of despondence and mortification. [SNIPPET] thought the old man, opening his eyes very wide. “ I cannot discover the least bit of thread on the looms.” However, he did not express his thoughts aloud.  The impostors requested him very courteously to be so good as to come nearer their looms; and then asked him whether the design pleased him, and whether the colors were not very beautiful; at the same time pointing to the empty frames. The poor old minister looked and looked, he could not discover anything on the looms, for a very good reason, viz: there was nothing there. “",0
155,"The city outside, one of the first affected, now had less than forty per cent of its people left alive. It was a hollow shell of its former self. People walked its streets and went through the motions of life. But they were not really alive. The vital criteria were as necessary for a race as for an individual. [SNIPPET] ""Convenient, isn't it?"" ""I don't know what you mean by that,"" she said. "" Someone in the kitchens might have made a mistake. Yet you were the only case."" She looked thoughtful. """,1
156,"The beasties made a tactical pass at Heinz, thought the better of it and came wheeling over in my direction. I could almost see the disappointed look in their eyes as they caught my aura, put on the brakes and returned disappointed to their shelter under the broadleaves. Whatever vorkum did, it certainly convinced insects that we were inedible and antisocial. One or two ventured back and buzzed hopefully around our heads before giving up in disgust. ""It beats me what they live on,"" Bergdorf said, gesturing at the iridescent flash of the last bloodsucker as it disappeared beneath the broadleaves. ""As long as it isn't us, I don't give a damn,"" I said. "" Maybe they live on decaying vegetable matter until something live and bloody comes along. [SNIPPET] But the same tactics were used when informing a person of the death of a loved one.  In fact, MacMaine was well aware that such a period of silence was de rigueur in a Kerothi court, just before sentence was pronounced, as well as a preliminary to a proposal of marriage by a Kerothi male to the light of his love.  MacMaine could do nothing but wait. It would be indelicate to speak until Tallis felt that he was ready for the surprise.  It was not, however, indelicate to watch Tallis' face closely; it was expected.",0
157,"He’s got ideas too. He’s only been here a couple of days. He’s passionately fond of whist; couldn’t we get up a game, eh? I’ve already fixed on a fourth—Pripuhlov, our merchant from T——with a beard, a millionaire—I mean it, a real millionaire; you can take my word for it.… I’ll introduce you; he is a very interesting money-bag. We shall have a laugh.”  “I shall be delighted, and I am awfully fond of cards in the train, but I am going second class.”  “Nonsense, that’s no matter. [SNIPPET] “Who, in the name of what Law, would think of disputing my full personal right over the fortnight of life left to me? What jurisdiction can be brought to bear upon the case? Who would wish me, not only to be sentenced, but to endure the sentence to the end? Surely there exists no man who would wish such a thing—why should anyone desire it? For the sake of morality? Well, I can understand that if I were to make an attempt upon my own life while in the enjoyment of full health and vigour—my life which might have been ‘useful,’ etc., etc.—morality might reproach me, according to the old routine, for disposing of my life without permission—or whatever its tenet may be. But now, now, when my sentence is out and my days numbered!",1
158,"As for him, the need of accommodating himself to her nature, which was inflexible in proportion to its negations, held him as with pincers. He had begun to have an alarmed foresight of her irrevocable loss of love for him, and the consequent dreariness of their life. The ready fulness of his emotions made this dread alternate quickly with the first violent movements of his anger. It would assuredly have been a vain boast in him to say that he was her master.  “You have not made my life pleasant to me of late”—“the hardships which our marriage has brought on me”—these words were stinging his imagination as a pain makes an exaggerated dream. If he were not only to sink from his highest resolve, but to sink into the hideous fettering of domestic hate? [SNIPPET] ""'We'll say more about that, Dick,' said I, 'when we get ashore and are paid off. If we are overheard now, it will be said that we are conspiring, or committing mutiny, or something of that sort.' ""'You are right, Bill,' he said—'you are right. We'll say no more about this now, but you may reckon upon me when we are no longer under his orders.' ""'Then there's no danger, you know.' ""Well, we said nothing about this, but I thought of it, and I had cause enough, too, to think of it; for each day the captain grew more and more tyrannous and brutal.",0
159,"The scientific mind tends to reject anything science disproves."" There was now a mocking edge to Cole's voice. "" Science can easily prove we do not exist."" ""But the science-fiction writer?"" ""The danger from the imaginative mind cannot be overestimated."" The Coroner knew he must soon order the officers to lay hands upon this madman. He regretted his own lack of experience with such situations. [SNIPPET] The officer drew his gun. An unearthly scream of ""Help!"" shrieked out of the doorbell. Ann put her hands over her eyes, as if that would make the unbelievable scene vanish. Three days after the Christmas party, in the middle of inventory, when her headache had completely vanished, Milly began to worry. She talked the situation over for one whole afternoon with her best friend at Hartshorne-Logan, a girl in the complaint department.",0
160,"""My husband was a nice guy,"" she murmured, ""but he never did know when he had a drink too many for piloting his jet. He passed out trying to give me a wild ride, and I got to the controls just in time to crash-land the rocket; that's where they found me before I came to."" ""Oh,"" said Phillips. ""I'm not half as hard as I'm trying to pretend,"" Donna went on, ""even after a year on Luna. But I was a nurse before I was married. I'm thinking about what it will be like if this plague hits the planets before they find something to fight it with. The children ... imagine that, will you?"" Phillips stared at the range indicator. [SNIPPET] Double Trouble—Is Ours a Binary Universe? 3. Cerebrum and Cortex—the Mathematics of Melancholia. 4. Microphysics and Megacyclic Polyneums. 5.",0
161,"Quirl felt an overmastering surge of sympathy. He saw this pirate as later historians have come to see him—a man of lofty and noble purpose who was made the victim of shrewder, meaner minds in the most despicable interplanetary imbroglio ever to disgrace a solar system. The thought of his own fate, should he refuse the offer, did not depress Quirl as much as the necessity of heaping more disappointment on this deeply wronged ""man without a planet."" ""Captain,"" he said slowly, with deep regret. "" You remember the I.F.P. oath?"" And at the other's flush he hurried on. "" [SNIPPET] Nobody in the house—I recollect it now—nobody in the house except gas, and that has not been turned on. That's Emsworth!"" The Efficient Baxter, who had just left his presence, was feeling much the same about his noble employer. After a sleepless night he had begun at an early hour to try and corner Lord Emsworth in order to explain to him the true inwardness of last night's happenings. Eventually he had tracked him to the museum, where he found him happily engaged in painting a cabinet of birds' eggs. He was seated on a small stool, a large pot of red paint on the floor beside him, dabbing at the cabinet with a dripping brush. He was absorbed and made no attempt whatever to follow his secretary's remarks.",0
162,"Kent asked. "" I'd like to see how your ship's fixed—that is, if it's all right with you, sir,"" he added to his superior. Crain nodded. "" All right if you don't stay long,"" he said. But, to Kent's surprise Krell seemed reluctant to endorse his proposal. ""I guess it'll be all right,"" he said slowly, ""though there's nothing much on the Martian Queen to see."" Krell and his followers replaced their helmets and returned into the airlock. [SNIPPET] exclaimed Gloria with eager delight. "" How long then will it take us to find the pirate wreck?"" Kenniston uncomfortably evaded the question. "" I don't know—it shouldn't take long. We can land in the jungle near the wreck.""",1
163,"Izak also came alongside. ""Mouth?"" he repeated after Ling. "" Mmm! [SNIPPET] But simply 'tis not possible. If the gold be thick enough for the rivets to hold, 'tis too heavy to lift. If thin enough to be possible of wearing, the gold flies off in sheets at first blow and the fraud is revealed. Hast ideas? I listen."" ""I know not, sire...."" Tedric thought for minutes. """,0
164,"Or—"" ""Yukon mike?"" O'Reilly asked. Wayne shrugged modestly. "" Of course. With proper materials and equipment—and enough time."" He wondered if there was any chance at all of convincing O'Reilly of that. ""Nod mush timeless,"" O'Reilly said doubtfully. "" God gut lab tarry, few wand lug."" [SNIPPET] ""How so?"" Nothing this experiment revealed would be valid to me, I figured, now that I was convinced she had deliberately fouled it up. ""Bob and the biologist should be up here any minute. I told them I'd wait in your office.",0
165,"The Romans knew China. Then came an end to each of these empires, and those trade routes were forgotten. To our European ancestors of the Middle Ages, China was almost a legend, and the fact that the Egyptians had successfully sailed around the Cape of Good Hope was unknown. Suppose our[Pg 165] space voyagers represented some star-born confederacy or empire which lived, rose to its highest point, and fell again into planet-bound barbarism all before the first of our species painted pictures on a cave wall? [SNIPPET] I said, slowly and with patience, ""Keska that 'holding' say?"" ""Money, man. You going to slip us something to help you find these cats?"" ""Certainly, money.",0
166,"Zoro's chair seemed to jump. Too late! Around the tubular container wrapped the snake-like trunk, plucking the wheelchair and its occupant from the floor and dangling them high in air. "" Shoot!"" cried Zoro. Miles shot. His bullet ploughed through the unbelievably thin body and ricochetted from a pillar beyond. Ward fired with better effect. [SNIPPET] 'As you came up,' amended Balthus. ' It must not be a very terrible creature if it flees from one armed man. But how do you know it was not a Pict with some kind of a hook that rips instead of slicing? Did you see it?'",0
167,"He came over and sat beside her and put his arms around her. ""Edith,"" he said. "" Edith—Yes, he's dead. Forty minutes ago. The car—went over a curve. [SNIPPET] ""Don't pay any attention,"" Gloria smiled nervously. "" The house is haunted."" ""My dear,"" one of the ladies offered, ""I know of the most marvelous exterminator—"" ""The house,"" Gloria assured her coldly, ""really is haunted. We've been seeing things ever since we moved in."" And she really believed it, Bill thought.",0
168,"he said with his eyes upon her.  “Rule,” she answered, bending towards him and speaking in a low tone. “ Rule the world as it has never been ruled, for the good and happiness of men. For you might rule it—you could rule it.  “The people are stirring. All over the world the people are stirring. It wants but a word—but a word from you—to bring them all together. [SNIPPET] They are done,” said he, and thereupon he instantly vanished. But the Tailor cared little for that, for upon the bench there lay such a suit of clothes of silk and satin stuff, sewed with threads of gold and silver and set with jewels, as the eyes of man never saw before; and the Tailor packed them up and marched off with them himself to the prime-minister.  The prime-minister wore the clothes to court that very day, and before evening they were the talk of the town. All the world ran to the Tailor and ordered clothes of him, and his fortune was made. Every day the Demon created new suits of clothes out of nothing at all, so that the Tailor grew as rich as a Jew, and held his head up in the world.  As time went along he laid heavier and heavier tasks upon the Demon’s back, and demanded of him more and more; but all the while the Demon kept his own counsel, and said never a word.",0
169,"A culture of twenty worlds was the same as already destroyed, and he was held in a maddening quagmire of helplessness by a crafty alcoholic and a dog with the mind of a small child. ""Ah ... my boy!"" Rockford came out of the cabin, beaming as though nothing had ever happened. "" Look to your left, among those ghost trees—Narf is demonstrating his quick-draw skill to Sonig. Narf is supposed to be a very dangerous man, you know."" Hunter looked, and saw Narf whipping up the blunt, ugly spread-beam blaster—known to soldiers as the Coward's Special, because at short range it could not miss and would always cripple and blind a man for life even though it would not always kill him. [SNIPPET] Melinda shook her blonde head helplessly. "" What are your economic circumstances?"" Melinda took a deep rasping breath, said, ""Listen, mister, is this a demonstration or a quiz program?"" ""Oh, my excuse. Demonstration, certainly. You will not mind the questions?"" ""Questions?"" There was an ominous glint in Melinda's blue eyes.",0
170,"He looked indecisively up and down the field, then squaring his shoulders resolutely, set out for the administration building. At this hour the office was deserted except for a wispy-haired little man who sat at a desk fussing with some papers. He looked up questioningly as Tee came in. ""Is my ship re-charged and provisioned?"" asked Tee. [SNIPPET] The current sucked them downward, to a small opening at the bottom. They wedged in it, struggled fiercely, then tore through it. They rose on the other side of it into pure air. They were in the darkness, floating in the tunnel beyond the block, the current carrying them swiftly onward.",0
171,"Kinton realized to his surprise that the effort of seizing the weapon had him panting. Or was it the fright at having a spear thrown at him? He decided that Birken had not come close enough for that, and wondered if he was afraid of his own impending action. It wasn't fair, he complained to himself. The poor slob only had a spear, and a man couldn't blame him for wanting to get back to his own sort. He was limping ... hurt ... how could they expect him to realize—? Then, abruptly, his lips tightened to a thin line. [SNIPPET] Never misses a chance to clown."" ""Don't you understand—it wasn't my voice!"" screamed Crawford. He looked from one man to another, his eyes pleading for belief. """,0
172,"In this team, Wyatt had been the leader, and it had seldom occurred to him that Coop really needed him. He had never really thought about it. But now he let himself realize that, alone, Coop could be very bad. Unless this new man was worth anything and learned quickly, Coop would very likely get himself killed. Now, more than ever, this replacement thing was ridiculous; but for Coop's sake, Wyatt said quickly: ""Drop that, man. You'll be on this ship in the boneyard. You even look like this ship—you got a bright red bow."" [SNIPPET] His temples, here on the mentrol-hooded sleeping plate, were pounding irregularly. Huddling in a bed, knees drawn up and head tucked in, trying to gain somehow the safety that an infant once knew. Janith's voice, soft and understanding, and the acid of panic that set his lips to mumbling meaningless jargon. Why had Janith not sent him to the medical centers for mental clearing and re-education as was done with all cases of psychoed abnormals? The answer was with him. She loved him as he was, Merle Duggan—not as a new personality in her husband's body.",0
173,"cried Marguerite reproachfully. ""Your words may be true,"" I said, ""but the situation you place me in is a false one. Dr. Zimmern brings me here that I may read your books. He leaves me alone here with you and urges me to come as often as I choose. All that is hard enough, but to make it harder for me, you tell me that you particularly want my company because you have no other young friends. In fact you practically ask me to make love to you and yet you know why I cannot."" In the excitement of my warring emotions I had risen and was pacing the floor, and now as I reached the climax of my bitter speech, Marguerite, with a choking sob, fled from the room. Angered at the situation and humiliated by what I had said, I was on the point of leaving at once. But a moment of reflection caused me to turn back. [SNIPPET] It slammed into the thrower's companion, spraining three fingers as it knocked his revolver to the floor. The weapon slid merrily away to the outer office between Detective Fitzgerald's feet. But this was not all. The dryer-door, having disposed of one threatening revolver, slammed violently against the wall. The wall was merely a thin partition, neatly paneled on the office side, but with shelves containing cleaning-and-dyeing supplies on the other. The impact shook the partition. Dust fell from the shelves and supplies.",0
